,Tarix,Mağaza,Kart_nomresi,Transaksiya_id,Məhsul_nomresi,Məhsul_adi,Məhsul sayi,Ümumi satış
337,43509,6,6086,5869,114,Kettle Sensations   Siracha Lime 150g,2,9.2
338,43325,6,6119,5912,83,WW D/Style Chip     Sea Salt 200g,2,3.8
339,43400,6,6138,5932,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8
340,43290,6,6234,6025,78,Thins Chips Salt &  Vinegar 175g,1,3.3
341,43443,6,6382,6169,85,RRD Honey Soy       Chicken 165g,1,3.0
342,43365,7,7075,6595,15,Twisties Cheese     270g,2,9.2
343,43502,7,7075,6596,46,Kettle Original 175g,2,10.8
344,43607,7,7075,6597,3,Kettle Sensations   Camembert & Fig 150g,2,9.2
345,43302,7,7077,6601,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6
346,43318,7,7077,6602,99,Pringles Sthrn FriedChicken 134g,2,7.4
347,43387,7,7077,6603,15,Twisties Cheese     270g,2,9.2
348,43399,7,7077,6604,63,Kettle 135g Swt Pot Sea Salt,2,8.4
349,43412,7,7077,6605,74,Tostitos Splash Of  Lime 175g,2,8.8
350,43536,7,7077,6606,40,Thins Chips Seasonedchicken 175g,2,6.6
351,43424,7,7084,6629,40,Thins Chips Seasonedchicken 175g,2,6.6
352,43494,7,7084,6631,20,Doritos Cheese      Supreme 330g,2,11.4
353,43499,7,7084,6632,113,Twisties Chicken270g,2,9.2
354,43515,7,7084,6633,63,Kettle 135g Swt Pot Sea Salt,2,8.4
355,43608,7,7084,6634,36,Kettle Chilli 175g,2,10.8
356,43308,7,7133,6813,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8
357,43387,7,7133,6814,75,Cobs Popd Sea Salt  Chips 110g,2,7.6
358,43428,7,7133,6815,71,Twisties Cheese     Burger 250g,2,8.6
359,43484,7,7133,6816,25,Pringles SourCream  Onion 134g,2,7.4
360,43550,7,7133,6817,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6
361,43316,7,7150,6899,90,Tostitos Smoked     Chipotle 175g,2,8.8
362,43404,7,7150,6901,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6
363,43405,7,7150,6902,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6
364,43470,7,7150,6903,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6
365,43572,7,7150,6904,114,Kettle Sensations   Siracha Lime 150g,2,9.2
366,43355,7,7173,6999,62,Pringles Mystery    Flavour 134g,2,7.4
367,43402,7,7173,7000,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6
368,43481,7,7173,7001,109,Pringles Barbeque   134g,2,7.4
369,43539,7,7173,7002,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8
370,43571,7,7173,7003,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6
371,43579,7,7173,7004,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4
372,43344,7,7215,7172,46,Kettle Original 175g,2,10.8
373,43361,7,7215,7173,114,Kettle Sensations   Siracha Lime 150g,2,9.2
374,43526,7,7215,7174,114,Kettle Sensations   Siracha Lime 150g,2,9.2
375,43590,7,7215,7175,68,Pringles Chicken    Salt Crips 134g,2,7.4
376,43475,7,7364,7739,50,Tostitos Lightly    Salted 175g,2,8.8
377,43475,7,7364,7739,20,Doritos Cheese      Supreme 330g,2,11.4
378,43507,7,7364,7740,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2
379,43547,7,7364,7741,78,Thins Chips Salt &  Vinegar 175g,2,6.6
380,43439,8,8092,7931,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2
381,43593,8,8105,7949,99,Pringles Sthrn FriedChicken 134g,2,7.4
382,43295,8,8291,8219,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4
383,43535,8,8294,8222,78,Thins Chips Salt &  Vinegar 175g,2,6.6
384,43643,8,8294,8223,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6
385,43641,8,8333,8281,20,Doritos Cheese      Supreme 330g,2,11.4
386,43302,9,9101,8483,39,Smiths Crinkle Cut  Tomato Salsa 150g,2,5.2
387,43531,9,9140,8536,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2
388,43430,9,9205,8630,50,Tostitos Lightly    Salted 175g,2,8.8
389,43462,9,9208,8633,24,Grain Waves         Sweet Chilli 210g,2,7.2
390,43499,9,9211,8636,105,Woolworths Cheese   Rings 190g,1,1.8
391,43389,9,9268,8706,67,RRD Chilli&         Coconut 150g,2,5.4
392,43519,9,9268,8707,39,Smiths Crinkle Cut  Tomato Salsa 150g,2,5.2
393,43620,9,9268,8708,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6
394,43428,9,9273,8715,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6
395,43571,9,9273,8716,20,Doritos Cheese      Supreme 330g,2,11.4
396,43438,9,9420,8927,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2
397,43390,9,9450,8955,64,Red Rock Deli SR    Salsa & Mzzrlla 150g,1,2.7
398,43306,10,10118,9739,63,Kettle 135g Swt Pot Sea Salt,2,8.4
399,43408,10,10118,9740,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2
400,43419,10,10118,9741,105,Woolworths Cheese   Rings 190g,2,3.6
401,43439,10,10118,9742,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6
402,43547,10,10118,9743,34,Pringles Slt Vingar 134g,2,7.4
403,43615,10,10118,9744,46,Kettle Original 175g,2,10.8
404,43301,10,10161,10001,46,Kettle Original 175g,2,10.8
405,43317,10,10161,10002,17,Kettle Sensations   BBQ&Maple 150g,2,9.2
406,43434,10,10161,10003,101,Doritos Salsa       Medium 300g,2,5.2
407,43458,10,10161,10004,62,Pringles Mystery    Flavour 134g,2,7.4
408,43284,10,10192,10174,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8
409,43313,10,10192,10175,38,Infuzions Mango     Chutny Papadums 70g,2,4.8
410,43452,10,10192,10176,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8
411,43606,10,10192,10177,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6.0
412,43620,10,10192,10178,36,Kettle Chilli 175g,2,10.8
413,43306,10,10200,10222,35,Woolworths Mild     Salsa 300g,2,3.0
414,43454,10,10200,10223,95,Sunbites Whlegrn    Crisps Frch/Onin 90g,2,3.4
415,43485,10,10200,10225,73,Smiths Crinkle Cut  Salt & Vinegar 170g,2,5.8
416,43568,10,10200,10226,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8
417,43637,10,10200,10227,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8
418,43391,12,12301,10982,50,Tostitos Lightly    Salted 175g,2,8.8
419,43391,12,12301,10982,93,Doritos Corn Chip Southern Chicken 150g,2,7.8
420,43407,12,12305,10983,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6
421,43319,13,13010,11152,37,Smiths Thinly       Swt Chli&S/Cream175G,2,6.0
422,43349,13,13010,11153,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4
423,43350,13,13010,11154,52,Grain Waves Sour    Cream&Chives 210G,2,7.2
424,43382,13,13010,11155,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6
425,43445,13,13010,11156,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8
426,43582,13,13010,11157,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2
427,43624,13,13010,11158,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6
428,43641,13,13010,11159,37,Smiths Thinly       Swt Chli&S/Cream175G,2,6.0
429,43298,13,13047,11388,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6.0
430,43301,13,13047,11389,92,WW Crinkle Cut      Chicken 175g,2,3.4
431,43351,13,13047,11390,56,Cheezels Cheese Box 125g,2,4.2
432,43457,13,13047,11391,75,Cobs Popd Sea Salt  Chips 110g,2,7.6
433,43532,13,13047,11392,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2
434,43551,13,13047,11393,20,Doritos Cheese      Supreme 330g,2,11.4
435,43283,13,13176,12209,91,CCs Tasty Cheese    175g,2,4.2
436,43309,13,13176,12210,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8
437,43340,13,13176,12211,98,NCC Sour Cream &    Garden Chives 175g,2,6.0
438,43455,13,13176,12212,66,CCs Nacho Cheese    175g,2,4.2
439,43515,13,13176,12213,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8
440,43552,13,13176,12214,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8
441,43452,13,13213,12448,53,RRD Sweet Chilli &  Sour Cream 165g,2,6.0
442,43497,13,13213,12449,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8
443,43540,13,13213,12450,97,RRD Salt & Vinegar  165g,2,6.0
444,43631,13,13213,12451,47,Doritos Corn Chips  Original 170g,2,8.8
445,43288,13,13229,12549,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2
446,43352,13,13229,12550,24,Grain Waves         Sweet Chilli 210g,2,7.2
447,43437,13,13229,12551,62,Pringles Mystery    Flavour 134g,2,7.4
448,43444,13,13229,12552,57,Old El Paso Salsa   Dip Tomato Mild 300g,2,10.2
449,43451,13,13229,12553,68,Pringles Chicken    Salt Crips 134g,2,7.4
450,43303,15,15091,13315,25,Pringles SourCream  Onion 134g,2,7.4
451,43374,15,15091,13316,26,Pringles Sweet&Spcy BBQ 134g,2,7.4
452,43481,15,15091,13317,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6
453,43494,15,15091,13318,86,Cheetos Puffs 165g,2,5.6
454,43589,15,15091,13319,20,Doritos Cheese      Supreme 330g,2,11.4
455,43591,15,15091,13320,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2
456,43456,15,15108,13407,81,Pringles Original   Crisps 134g,2,7.4
457,43538,15,15108,13408,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2
458,43578,15,15108,13409,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2
459,43285,15,15145,13632,20,Doritos Cheese      Supreme 330g,2,11.4
460,43405,15,15145,13633,27,WW Supreme Cheese   Corn Chips 200g,2,3.8
461,43435,15,15145,13634,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8
462,43477,15,15145,13635,27,WW Supreme Cheese   Corn Chips 200g,2,3.8
463,43536,15,15145,13636,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4
464,43619,15,15145,13637,26,Pringles Sweet&Spcy BBQ 134g,2,7.4
465,43430,15,15212,13993,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4
466,43485,15,15212,13994,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6
467,43439,16,16131,14279,78,Thins Chips Salt &  Vinegar 175g,1,3.3
468,43503,16,16131,14280,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,1,5.9
469,43322,16,16313,14440,6,RRD Lime & Pepper   165g,1,3.0
470,43375,16,16313,14441,82,Smith Crinkle Cut   Mac N Cheese 150g,1,2.6
471,43376,16,16313,14442,111,Smiths Chip Thinly  Cut Original 175g,1,3.0
472,43389,16,16321,14450,18,Cheetos Chs & Bacon Balls 190g,1,3.3
473,43316,16,16364,14497,5,Natural Chip        Compny SeaSalt175g,1,3.0
474,43358,16,16404,14525,45,Smiths Thinly Cut   Roast Chicken 175g,1,3.0
475,43351,16,16427,14546,99,Pringles Sthrn FriedChicken 134g,1,3.7
476,43351,16,16427,14546,81,Pringles Original   Crisps 134g,1,3.7
477,43464,17,17008,14621,50,Tostitos Lightly    Salted 175g,1,4.4
478,43349,17,17023,14644,99,Pringles Sthrn FriedChicken 134g,2,7.4
479,43418,17,17023,14645,23,Cheezels Cheese 330g,2,11.4
480,43484,17,17023,14646,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8
481,43400,17,17096,14768,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2
482,43405,17,17096,14769,62,Pringles Mystery    Flavour 134g,2,7.4
483,43417,17,17294,15053,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2
484,43553,17,17294,15054,26,Pringles Sweet&Spcy BBQ 134g,2,7.4
485,43568,17,17294,15055,75,Cobs Popd Sea Salt  Chips 110g,2,7.6
486,43569,17,17294,15056,32,Kettle Sea Salt     And Vinegar 175g,1,5.4
487,43316,18,18020,15206,80,Natural ChipCo Sea  Salt & Vinegr 175g,2,6.0
488,43438,18,18020,15207,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8
489,43539,18,18080,15277,100,Smiths Crinkle Cut  Chips Chs&Onion170g,1,2.9
490,43391,18,18170,15394,112,Tyrrells Crisps     Ched & Chives 165g,1,4.2
491,43535,18,18170,15395,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2
492,43562,18,18170,15396,67,RRD Chilli&         Coconut 150g,2,5.4
493,43386,18,18192,15424,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,2,3.4
494,43394,18,18234,15473,111,Smiths Chip Thinly  Cut Original 175g,2,6.0
495,43407,18,18439,15720,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8
496,43348,19,19024,15864,44,Thins Chips Light&  Tangy 175g,2,6.6
497,43420,19,19024,15865,52,Grain Waves Sour    Cream&Chives 210G,2,7.2
498,43633,19,19024,15866,75,Cobs Popd Sea Salt  Chips 110g,2,7.6
499,43293,19,19058,15988,24,Grain Waves         Sweet Chilli 210g,2,7.2
500,43384,19,19058,15989,51,Doritos Mexicana    170g,2,8.8
501,43357,19,19065,16011,4,Dorito Corn Chp     Supreme 380g,2,13.0
502,43428,19,19065,16012,71,Twisties Cheese     Burger 250g,2,8.6
503,43506,19,19065,16013,17,Kettle Sensations   BBQ&Maple 150g,2,9.2
504,43613,19,19065,16014,4,Dorito Corn Chp     Supreme 380g,2,13.0
505,43290,19,19149,16298,99,Pringles Sthrn FriedChicken 134g,2,7.4
506,43475,19,19149,16299,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4
507,43481,19,19149,16300,7,Smiths Crinkle      Original 330g,2,11.4
508,43616,19,19149,16301,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2
509,43644,19,19234,16559,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8
510,43315,19,19272,16683,7,Smiths Crinkle      Original 330g,2,11.4
511,43315,19,19272,16683,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6
512,43460,19,19272,16684,59,Old El Paso Salsa   Dip Tomato Med 300g,1,5.1
513,43565,19,19272,16685,32,Kettle Sea Salt     And Vinegar 175g,2,10.8
514,43645,19,19272,16687,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8
515,43483,20,20056,17006,97,RRD Salt & Vinegar  165g,1,3.0
516,43609,20,20056,17007,97,RRD Salt & Vinegar  165g,1,3.0
517,43622,20,20056,17008,80,Natural ChipCo Sea  Salt & Vinegr 175g,1,3.0
518,43302,20,20120,17084,21,WW Sour Cream &OnionStacked Chips 160g,1,1.9
519,43414,20,20134,17099,104,Infuzions Thai SweetChili PotatoMix 110g,1,3.8
520,43344,20,20164,17134,58,Red Rock Deli Chikn&Garlic Aioli 150g,1,2.7
521,43400,20,20164,17135,10,RRD SR Slow Rst     Pork Belly 150g,1,2.7
522,43567,20,20191,17170,85,RRD Honey Soy       Chicken 165g,1,3.0
523,43553,20,20248,17229,26,Pringles Sweet&Spcy BBQ 134g,2,7.4
524,43609,20,20248,17230,32,Kettle Sea Salt     And Vinegar 175g,1,5.4
525,43452,20,20311,17286,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,1,1.7
526,43479,20,20311,17287,88,Kettle Honey Soy    Chicken 175g,1,5.4
527,43337,20,20329,17313,37,Smiths Thinly       Swt Chli&S/Cream175G,1,3.0
528,43641,20,20338,17323,11,RRD Pc Sea Salt     165g,1,3.0
529,43422,20,20486,17504,104,Infuzions Thai SweetChili PotatoMix 110g,1,3.8
530,43635,21,21092,17664,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8
531,43454,21,21144,17748,32,Kettle Sea Salt     And Vinegar 175g,2,10.8
532,43542,21,21144,17749,71,Twisties Cheese     Burger 250g,2,8.6
533,43594,21,21144,17750,26,Pringles Sweet&Spcy BBQ 134g,2,7.4
534,43433,21,21359,18097,52,Grain Waves Sour    Cream&Chives 210G,2,7.2
535,43481,22,22131,18288,98,NCC Sour Cream &    Garden Chives 175g,2,6.0
536,43422,22,22206,18387,91,CCs Tasty Cheese    175g,2,4.2
537,43426,22,22375,18593,94,Burger Rings 220g,2,4.6
538,43525,22,22375,18594,4,Dorito Corn Chp     Supreme 380g,2,13.0
539,43585,22,22375,18595,105,Woolworths Cheese   Rings 190g,2,3.6
540,43573,22,22389,18619,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2
541,43288,22,22456,18695,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2
542,43597,22,22456,18697,80,Natural ChipCo Sea  Salt & Vinegr 175g,2,6.0
543,43285,23,23061,19111,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8
544,43317,23,23061,19112,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6.0
545,43446,23,23061,19113,57,Old El Paso Salsa   Dip Tomato Mild 300g,2,10.2
546,43606,23,23061,19116,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8
547,43645,23,23061,19117,103,RRD Steak &         Chimuchurri 150g,2,5.4
548,43350,23,23067,19157,91,CCs Tasty Cheese    175g,2,4.2
549,43395,23,23067,19158,43,Smith Crinkle Cut   Bolognese 150g,2,5.2
550,43454,23,23067,19159,68,Pringles Chicken    Salt Crips 134g,2,7.4
551,43467,23,23067,19160,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2
552,43563,23,23067,19161,68,Pringles Chicken    Salt Crips 134g,2,7.4
553,43286,23,23107,19382,35,Woolworths Mild     Salsa 300g,2,3.0
554,43309,23,23107,19383,109,Pringles Barbeque   134g,2,7.4
555,43568,23,23107,19384,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6
556,43351,23,23116,19430,17,Kettle Sensations   BBQ&Maple 150g,2,9.2
557,43385,23,23116,19431,105,Woolworths Cheese   Rings 190g,2,3.6
558,43386,23,23116,19432,32,Kettle Sea Salt     And Vinegar 175g,2,10.8
559,43413,23,23116,19433,91,CCs Tasty Cheese    175g,2,4.2
560,43451,23,23116,19434,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2
561,43546,23,23116,19436,20,Doritos Cheese      Supreme 330g,2,11.4
562,43565,23,23116,19437,39,Smiths Crinkle Cut  Tomato Salsa 150g,2,5.2
563,43321,23,23119,19453,18,Cheetos Chs & Bacon Balls 190g,2,6.6
564,43441,23,23119,19454,94,Burger Rings 220g,2,4.6
565,43443,23,23119,19455,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8
566,43452,23,23119,19456,46,Kettle Original 175g,2,10.8
567,43478,23,23119,19457,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6
568,43593,23,23119,19458,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6
569,43342,24,24032,20452,15,Twisties Cheese     270g,2,9.2
570,43364,24,24032,20453,36,Kettle Chilli 175g,2,10.8
571,43472,24,24032,20454,52,Grain Waves Sour    Cream&Chives 210G,2,7.2
572,43556,24,24032,20455,96,WW Original Stacked Chips 160g,2,3.8
573,43562,24,24032,20456,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8
574,43618,24,24032,20457,26,Pringles Sweet&Spcy BBQ 134g,2,7.4
575,43373,24,24120,20948,81,Pringles Original   Crisps 134g,2,7.4
576,43449,24,24120,20949,58,Red Rock Deli Chikn&Garlic Aioli 150g,2,5.4
577,43537,24,24120,20950,52,Grain Waves Sour    Cream&Chives 210G,2,7.2
578,43415,24,24139,21077,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2
579,43313,24,24227,21597,73,Smiths Crinkle Cut  Salt & Vinegar 170g,2,5.8
580,43396,25,25089,21786,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8
581,43317,25,25190,21947,7,Smiths Crinkle      Original 330g,2,11.4
582,43322,25,25190,21948,99,Pringles Sthrn FriedChicken 134g,2,7.4
583,43416,25,25190,21949,93,Doritos Corn Chip Southern Chicken 150g,2,7.8
584,43410,25,25200,21967,109,Pringles Barbeque   134g,2,7.4
585,43478,25,25200,21968,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2
586,43498,25,25200,21969,23,Cheezels Cheese 330g,2,11.4
587,43365,25,25262,22064,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8
588,43631,25,25262,22065,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6
589,43472,26,26115,22768,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8
590,43548,26,26115,22769,46,Kettle Original 175g,2,10.8
591,43387,26,26142,22896,25,Pringles SourCream  Onion 134g,2,7.4
592,43398,26,26142,22897,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6
593,43480,26,26142,22898,52,Grain Waves Sour    Cream&Chives 210G,2,7.2
594,43339,26,26330,23700,109,Pringles Barbeque   134g,2,7.4
595,43378,26,26330,23701,78,Thins Chips Salt &  Vinegar 175g,2,6.6
596,43388,26,26330,23702,57,Old El Paso Salsa   Dip Tomato Mild 300g,2,10.2
597,43464,26,26330,23704,36,Kettle Chilli 175g,2,10.8
598,43470,26,26330,23705,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6
599,43645,26,26330,23706,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6
600,43339,26,26341,23737,44,Thins Chips Light&  Tangy 175g,2,6.6
601,43500,26,26341,23738,109,Pringles Barbeque   134g,2,7.4
602,43552,26,26341,23739,90,Tostitos Smoked     Chipotle 175g,2,8.8
603,43608,26,26341,23740,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6
604,43610,27,27026,23969,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8
605,43299,27,27044,23997,25,Pringles SourCream  Onion 134g,2,7.4
606,43415,27,27044,23998,99,Pringles Sthrn FriedChicken 134g,2,7.4
607,43462,27,27044,23999,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6
608,43455,27,27116,24108,114,Kettle Sensations   Siracha Lime 150g,2,9.2
609,43539,27,27116,24109,51,Doritos Mexicana    170g,2,8.8
610,43547,27,27116,24110,17,Kettle Sensations   BBQ&Maple 150g,2,9.2
611,43588,27,27116,24111,81,Pringles Original   Crisps 134g,2,7.4
612,43643,27,27116,24112,78,Thins Chips Salt &  Vinegar 175g,2,6.6
613,43367,27,27132,24138,109,Pringles Barbeque   134g,2,7.4
614,43483,27,27132,24139,46,Kettle Original 175g,2,10.8
615,43530,27,27132,24140,23,Cheezels Cheese 330g,2,11.4
616,43621,27,27132,24141,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2
617,43491,27,27273,24350,7,Smiths Crinkle      Original 330g,2,11.4
618,43288,28,28068,24926,46,Kettle Original 175g,2,10.8
619,43307,28,28068,24927,36,Kettle Chilli 175g,2,10.8
620,43417,28,28068,24928,76,Woolworths Medium   Salsa 300g,2,3.0
621,43536,28,28068,24929,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2
622,43550,28,28068,24930,58,Red Rock Deli Chikn&Garlic Aioli 150g,2,5.4
623,43300,28,28206,25745,63,Kettle 135g Swt Pot Sea Salt,2,8.4
624,43301,28,28206,25746,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2
625,43384,28,28206,25747,36,Kettle Chilli 175g,2,10.8
626,43579,28,28206,25748,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6.0
627,43581,28,28206,25749,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4
628,43392,28,28227,25874,36,Kettle Chilli 175g,2,10.8
629,43406,28,28227,25875,74,Tostitos Splash Of  Lime 175g,2,8.8
630,43441,28,28227,25876,113,Twisties Chicken270g,2,9.2
631,43481,28,28227,25877,18,Cheetos Chs & Bacon Balls 190g,2,6.6
632,43515,28,28227,25878,75,Cobs Popd Sea Salt  Chips 110g,2,7.6
633,43596,28,28227,25879,86,Cheetos Puffs 165g,2,5.6
634,43424,29,29001,25920,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2
635,43490,29,29001,25921,93,Doritos Corn Chip Southern Chicken 150g,2,7.8
636,43555,29,29001,25922,50,Tostitos Lightly    Salted 175g,2,8.8
637,43533,29,29214,26241,47,Doritos Corn Chips  Original 170g,2,8.8
638,43389,29,29328,26403,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8
639,43475,29,29328,26404,26,Pringles Sweet&Spcy BBQ 134g,2,7.4
640,43353,30,30032,26680,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2
641,43609,30,30032,26681,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6
642,43340,30,30131,27289,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6.0
643,43431,30,30131,27290,50,Tostitos Lightly    Salted 175g,2,8.8
644,43433,30,30131,27291,20,Doritos Cheese      Supreme 330g,2,11.4
645,43502,30,30131,27292,22,Thins Chips         Originl saltd 175g,2,6.6
646,43542,30,30131,27293,18,Cheetos Chs & Bacon Balls 190g,2,6.6
647,43546,30,30131,27294,93,Doritos Corn Chip Southern Chicken 150g,2,7.8
648,43564,30,30131,27295,20,Doritos Cheese      Supreme 330g,2,11.4
649,43609,30,30131,27296,47,Doritos Corn Chips  Original 170g,2,8.8
650,43350,32,32095,28588,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6.0
